City ID,City Name,Cloudiness,Country,Humidity,Latitude,Temperature,Wind Speeds
2015306,Tiksi,64.00%,RU,59.00%,71.6366,-4.24,2.75
5905393,Bonavista,0.00%,CA,89.00%,48.6542,28.42,9.8
6111862,Port Hardy,92.00%,CA,100.00%,50.6996,42.39,7.78
1254046,Tura,0.00%,IN,96.00%,25.5174,60.89,5.44
3036965,Le Port,44.00%,FR,97.00%,42.8663,16.72,1.97
3924895,Placido de Castro,88.00%,BR,80.00%,-10.3353,73.98,4.43
1629380,Ruteng,24.00%,ID,93.00%,-8.6111,67.55,3.31
6295855,Saint-Georges,0.00%,CA,39.00%,46.123,41.83,3.31
2121385,Severo-Kurilsk,64.00%,RU,100.00%,50.6789,27.9,5.21
691650,Petrykiv,0.00%,UA,85.00%,49.5332,18.23,2.98
2377457,Nouadhibou,8.00%,MR,52.00%,20.931,63.64,13.71
1636022,Martapura,92.00%,ID,100.00%,-3.4055,72.25,4.43
2194098,Ahipara,0.00%,NZ,85.00%,-35.1665,77.18,6.67
1526038,Atbasar,36.00%,KZ,89.00%,51.811,25.86,16.28
4013704,Laguna,92.00%,MX,25.00%,27.5185,81.63,3.87
6063191,Mackenzie,92.00%,CA,76.00%,55.3382,31.33,5.1
2075265,Busselton,32.00%,AU,100.00%,-33.6445,60.46,11.59
4787534,Sterling,0.00%,US,53.00%,39.0016,49.01,10.47
359792,Aswan,64.00%,EG,31.00%,24.0911,82.8,9.24
2013258,Vrangel,0.00%,RU,93.00%,42.7297,32.88,11.14
4407665,Kodiak,92.00%,US,100.00%,39.9519,49.78,14.72
2867726,Munchberg,76.00%,DE,99.00%,50.2,34.97,3.87
2742416,Barcelos,56.00%,PT,96.00%,41.5314,47.23,2.19
2460954,Araouane,0.00%,ML,24.00%,18.9041,50.18,4.43
787487,Poum,92.00%,MK,97.00%,41.2813,40.78,1.86
588335,Kardla,0.00%,EE,87.00%,58.4383,16.77,4.09
3520994,Puerto Escondido,0.00%,MX,100.00%,15.8624,85.46,8.46
584051,Svetlogorsk,24.00%,RU,86.00%,53.1375,22.05,13.04
1269106,Jawhar,0.00%,IN,70.00%,19.9125,65.62,1.41
2125693,Evensk,0.00%,RU,100.00%,61.9192,6.96,1.19
1006984,East London,36.00%,ZA,100.00%,-33.0153,72.21,14.27
2509377,Zafra,0.00%,ES,81.00%,38.4253,46.94,4.65
3031582,Saint-Augustin,44.00%,FR,84.00%,44.8323,43.86,5.21
1226260,Trincomalee,80.00%,LK,89.00%,8.5764,77.4,3.42
2077895,Alice Springs,0.00%,AU,72.00%,-23.6984,49.55,3.98
3388456,Sao Jose da Coroa Grande,92.00%,BR,92.00%,-8.8978,76.3,5.77
3133895,Tromso,64.00%,NO,94.00%,69.6489,25.65,4.09
2019309,Neryungri,44.00%,RU,76.00%,56.658,15.03,8.79
1861084,Izumo,0.00%,JP,90.00%,35.3669,45.68,11.25
1486321,Yar-Sale,76.00%,RU,88.00%,66.8333,5.67,9.24
60019,Eyl,36.00%,SO,100.00%,7.9808,77.31,15.5
6690297,Saint-Leu,56.00%,RE,100.00%,-21.15,76.1,2.42
3652462,San Cristobal,88.00%,EC,79.00%,-0.3855,67.62,1.41
1644605,Galesong,76.00%,ID,98.00%,-5.3166,77.45,4.43
262462,Saint George,0.00%,GR,85.00%,39.4548,45.12,2.53
2249901,Gat,64.00%,SN,27.00%,14.6934,74.44,12.37
3894426,Coihaique,68.00%,CL,61.00%,-45.5753,57.0,9.8
595016,Salcininkai,76.00%,LT,94.00%,54.3,33.82,7.11
3394023,Natal,92.00%,BR,89.00%,-5.8054,81.12,4.99
1225018,Vavuniya,80.00%,LK,89.00%,8.7594,77.86,2.98
779622,Havoysund,88.00%,NO,99.00%,70.9963,24.84,17.07
1689639,San Isidro,80.00%,PH,95.00%,16.7353,65.68,2.75
3833883,Trelew,12.00%,AR,24.00%,-43.2532,78.75,13.27
541344,Krasnyy Yar,0.00%,RU,84.00%,50.6997,18.36,9.57
3589805,San Marcos,24.00%,GT,42.00%,14.9655,90.12,1.41
1865309,Katsuura,48.00%,JP,86.00%,33.9258,44.35,1.97
588365,Vao,0.00%,EE,75.00%,59.1018,18.81,7.45
6138908,Saint-Philippe,0.00%,CA,87.00%,45.3584,41.11,5.55
2052479,Zhuhai,0.00%,CN,80.00%,40.7143,33.87,3.2
2068110,Kununurra,80.00%,AU,73.00%,-15.7731,72.64,6.22
5856516,Ahuimanu,56.00%,US,93.00%,21.4447,80.08,4.09
3421982,Maniitsoq,0.00%,GL,100.00%,65.4167,-4.28,4.88
5961417,Husavik,32.00%,CA,100.00%,50.5623,35.67,4.21
69559,Yarim,0.00%,YE,40.00%,14.2991,33.71,2.64
3355672,Luderitz,0.00%,NA,83.00%,-26.6481,55.8,7.0
3421319,Nuuk,0.00%,GL,100.00%,64.175,4.8,5.44
3407980,Alenquer,44.00%,BR,82.00%,-1.9463,84.58,3.98
3395981,Maceio,92.00%,BR,87.00%,-9.6659,78.62,3.87
2374583,Bubaque,20.00%,GW,100.00%,11.2833,80.1,9.01
2510573,Teguise,0.00%,ES,90.00%,29.0605,61.25,23.89
2122605,Okhotsk,92.00%,RU,96.00%,59.3644,15.78,13.15
3406196,Barreirinhas,76.00%,BR,96.00%,-2.7542,76.75,2.53
3576994,Cockburn Town,0.00%,TC,100.00%,21.4612,75.85,11.92
5742974,North Bend,92.00%,US,83.00%,43.4065,52.84,4.21
2063042,Port Hedland,0.00%,AU,76.00%,-20.3112,76.5,5.21
2092164,Lorengau,56.00%,PG,100.00%,-2.0226,82.49,8.46
1282256,Hithadhoo,92.00%,MV,100.00%,-0.6,83.32,3.09
2110227,Butaritari,0.00%,KI,97.00%,3.0707,83.73,13.27
5106834,Albany,0.00%,US,35.00%,42.6512,46.87,3.31
3465713,Conde,92.00%,BR,85.00%,-11.813,79.03,8.12
5493811,Taos,32.00%,US,34.00%,36.4072,51.51,5.77
2012956,Yerbogachen,8.00%,RU,78.00%,61.2767,7.45,4.43
1812956,Mali,100.00%,CN,96.00%,27.5311,45.01,1.74
1513990,Gazli,80.00%,UZ,71.00%,40.1339,53.65,8.9
2633414,Yarmouth,76.00%,GB,91.00%,50.7055,41.29,7.9
1636121,Dukuhturi,56.00%,ID,97.00%,-7.2397,70.29,1.97
2638419,Scarborough,80.00%,GB,71.00%,54.2848,41.49,5.99
3347019,Namibe,20.00%,AO,100.00%,-15.1902,77.32,8.01
327651,Teseney,0.00%,ER,23.00%,15.1095,77.94,14.27
3576765,Dennery,0.00%,LC,93.00%,13.8996,81.79,14.38
7626384,Hovd,0.00%,NO,100.00%,63.8339,20.91,2.42
1682474,Ternate,8.00%,PH,83.00%,14.2859,77.85,12.03
2188874,Kerikeri,0.00%,NZ,73.00%,-35.2298,81.63,7.0
2388036,Bossangoa,44.00%,CF,58.00%,6.4986,78.89,5.44
5354943,Half Moon Bay,0.00%,US,73.00%,37.4636,60.44,18.3
1260178,Patamundai,0.00%,IN,93.00%,20.5667,75.49,10.36
2522325,Aguimes,44.00%,ES,99.00%,27.9054,62.28,24.0
5848280,Kapaa,0.00%,US,84.00%,22.0752,76.3,4.21
86049,Jalu,0.00%,LY,20.00%,29.0331,58.03,8.01
3458498,Linhares,44.00%,BR,79.00%,-19.3817,75.9,7.34
4069659,Jasper,92.00%,US,68.00%,33.8312,57.45,9.24
6068416,Mayo,0.00%,CA,67.00%,63.5927,15.75,3.76
2112444,Kamaishi,0.00%,JP,80.00%,39.2793,34.59,2.98
934479,Grand Gaube,68.00%,MU,100.00%,-20.0064,77.18,13.04
511592,Peno,88.00%,RU,89.00%,56.9238,17.78,14.83
3036016,Aurillac,92.00%,FR,83.00%,44.9285,39.18,6.67
778362,Oksfjord,88.00%,NO,100.00%,70.2396,25.45,11.48
1806466,Guangyuan,32.00%,CN,66.00%,32.433,42.75,1.86
3874787,Punta Arenas,36.00%,CL,94.00%,-53.1627,55.0,29.48
3430443,Necochea,56.00%,AR,72.00%,-38.5473,59.18,8.46
5428055,Las Animas,36.00%,US,29.00%,38.0667,60.4,2.86
556268,Ostrovnoy,44.00%,RU,71.00%,68.0544,5.72,14.38
2122090,Pevek,12.00%,RU,72.00%,69.7028,-9.57,5.21
3177219,Fano,0.00%,IT,100.00%,43.8424,40.95,5.99
2644605,Lerwick,0.00%,GB,100.00%,60.1545,38.57,21.32
113491,Takestan,0.00%,IR,43.00%,36.0726,48.15,8.34
3836620,San Ramon de la Nueva Oran,0.00%,AR,66.00%,-23.1323,73.04,7.67
3037456,Saint-Joseph,8.00%,FR,84.00%,43.5562,42.3,1.74
2013392,Vilyuysk,88.00%,RU,77.00%,63.7541,18.73,7.56
544084,Koslan,0.00%,RU,68.00%,63.4564,2.89,5.32
3366880,Hermanus,0.00%,ZA,92.00%,-34.4176,42.82,4.65
1785572,Yuxia,0.00%,CN,63.00%,34.0647,46.11,6.33
1688687,San Quintin,0.00%,PH,89.00%,17.5427,59.02,3.2
3406961,Augusto Correa,32.00%,BR,85.00%,-1.0217,77.95,4.76
5972762,Hay River,24.00%,CA,55.00%,60.8156,1.13,4.65
1255425,Sunel,44.00%,IN,45.00%,24.3719,60.98,2.53
3418910,Upernavik,20.00%,GL,100.00%,72.7868,-10.23,5.44
1847947,Shingu,56.00%,JP,95.00%,33.7241,57.34,2.19
1527497,Kyzyl-Suu,92.00%,KG,100.00%,42.3395,34.65,7.67
3932145,Pisco,0.00%,PE,62.00%,-13.71,76.53,4.99
2112802,Hasaki,12.00%,JP,100.00%,35.7333,44.96,3.53
3372745,Rabo de Peixe,0.00%,PT,100.00%,37.8,61.2,1.41
2294915,Takoradi,0.00%,GH,98.00%,4.8874,80.73,9.01
6201424,Mataura,92.00%,NZ,84.00%,-46.1928,64.69,16.17
2123979,Kurilsk,48.00%,RU,100.00%,45.2333,27.1,5.88
1282898,Pokhara,0.00%,NP,48.00%,28.2095,37.36,3.65
2618795,Klaksvik,48.00%,FO,96.00%,62.2266,37.94,27.69
3401148,Cururupu,88.00%,BR,85.00%,-1.8243,78.96,4.99
5545269,Price,48.00%,US,30.00%,39.5994,44.67,3.98
3896218,Castro,76.00%,CL,89.00%,-42.4824,54.41,4.99
964432,Port Alfred,0.00%,ZA,93.00%,-33.5906,67.78,10.92
6148373,Sioux Lookout,92.00%,CA,75.00%,50.1001,32.47,6.44
1035025,Nacala,56.00%,MZ,100.00%,-14.5565,79.59,3.87
2077454,Australind,0.00%,AU,96.00%,-33.2808,56.16,8.12
2347470,Miri,0.00%,NG,52.00%,10.3127,63.46,4.43
4034551,Faanui,92.00%,PF,100.00%,-16.4834,82.42,17.85
2156825,Morwell,68.00%,AU,100.00%,-38.2366,52.52,3.87
3416888,Grindavik,92.00%,IS,100.00%,63.8424,40.96,21.88
1512019,Aksarka,76.00%,RU,79.00%,66.5606,-7.59,23.33
3947322,La Libertad,12.00%,PE,58.00%,-16.3768,63.27,4.32
5468773,Gallup,0.00%,US,26.00%,35.5284,57.0,10.8
5404476,Ukiah,12.00%,US,53.00%,39.1502,64.62,2.75
1488235,Ust-Charyshskaya Pristan,80.00%,RU,90.00%,52.3913,28.27,6.11
1037125,Montepuez,32.00%,MZ,90.00%,-13.1254,73.96,5.44
1635815,Maumere,76.00%,ID,100.00%,-8.6257,80.33,1.97
2163355,Hobart,44.00%,AU,80.00%,-42.8826,49.37,5.77
161901,Kaka,0.00%,TM,98.00%,37.3482,44.02,2.64
1605072,Wapi Pathum,0.00%,TH,64.00%,15.8441,71.22,10.02
749747,Ayan,80.00%,TR,70.00%,40.6712,44.94,4.99
3577430,Road Town,88.00%,VG,100.00%,18.4167,77.29,7.67
1507390,Dikson,20.00%,RU,96.00%,73.5069,-17.22,5.21
1261853,Narasannapeta,0.00%,IN,100.00%,18.4151,70.93,2.42
5228673,Huron,48.00%,US,100.00%,44.3631,39.27,4.65
524699,Mozhga,88.00%,RU,94.00%,56.4437,31.89,13.38
3421719,Narsaq,0.00%,GL,65.00%,60.9127,12.02,5.66
3435261,Concordia,0.00%,AR,52.00%,-31.3973,71.1,10.25
1634614,Nabire,20.00%,ID,92.00%,-3.3597,65.7,2.42
2184707,Wanaka,44.00%,NZ,74.00%,-44.6972,63.72,10.58
2337542,Naze,8.00%,NG,85.00%,5.4333,77.25,7.23
2094746,Kandrian,56.00%,PG,97.00%,-6.2075,78.21,3.76
2126199,Cherskiy,0.00%,RU,64.00%,68.75,-9.26,3.09
2720679,Bollnas,0.00%,SE,75.00%,61.3482,10.98,3.65
6185377,Yellowknife,0.00%,CA,94.00%,62.4541,-2.13,9.91
5919850,Chapais,80.00%,CA,69.00%,49.7839,39.96,8.01
2389853,Bangui,12.00%,CF,88.00%,4.3907,75.78,2.53
3372472,Vila Franca do Campo,0.00%,PT,100.00%,37.7167,60.75,5.55
6186122,Wiarton,0.00%,CA,69.00%,44.7407,51.85,15.73
5178040,Wexford,0.00%,US,46.00%,40.6265,49.35,8.23
2255564,Ouesso,56.00%,CG,88.00%,1.6097,72.46,3.42
6320062,Vila Velha,36.00%,BR,100.00%,-3.7125,82.27,5.32
2698767,Kumla,0.00%,SE,84.00%,59.1302,16.97,2.64
2013921,Ust-Kuyga,24.00%,RU,49.00%,70.0018,-6.69,4.43
1800764,Mengcheng,0.00%,CN,87.00%,33.2579,52.05,5.99
3006414,La Seyne-sur-Mer,0.00%,FR,71.00%,43.0982,51.08,11.25
2191562,Dunedin,76.00%,NZ,57.00%,-45.874,73.24,14.05
2063039,Port Keats,0.00%,AU,92.00%,-14.25,78.55,3.09
1622786,Bone,76.00%,ID,98.00%,-5.2934,77.45,4.43
3934608,Tucuman,0.00%,PE,41.00%,-17.1748,72.21,4.76
2413070,Nioro,80.00%,GM,28.00%,13.7912,72.63,7.45
5880568,Bethel,92.00%,US,89.00%,60.7922,38.23,11.48
1168700,Ormara,0.00%,PK,82.00%,25.2088,75.16,13.82
4372777,Vardo,0.00%,US,38.00%,39.6165,49.28,7.56
2120591,Tilichiki,0.00%,RU,66.00%,60.4667,-2.64,2.75
2108502,Honiara,76.00%,SB,100.00%,-9.4313,77.07,1.74
2022304,Khorinsk,80.00%,RU,75.00%,52.1613,36.18,8.57
2173125,Burnie,32.00%,AU,100.00%,-41.0524,56.44,12.26
1714733,Dingle,0.00%,PH,86.00%,11.0001,70.12,9.8
1682405,Tibiao,20.00%,PH,100.00%,11.2886,76.95,15.5
256952,Milos,0.00%,GR,95.00%,36.75,60.01,19.98
2542997,Marrakesh,0.00%,MA,39.00%,31.626,52.36,7.45
1503726,Kharp,68.00%,RU,69.00%,66.8152,-3.59,3.65
6354894,Portneuf,0.00%,CA,47.00%,46.6918,39.15,3.31
4032369,Pangai,92.00%,TO,100.00%,-19.8,79.21,14.27
1715499,Daraitan,8.00%,PH,99.00%,14.602,77.67,12.15
3694112,Paita,36.00%,PE,53.00%,-5.0851,80.58,11.48
1501000,Kyshtovka,88.00%,RU,91.00%,56.5596,25.56,14.5
2126123,Chokurdakh,36.00%,RU,65.00%,70.6192,-7.97,8.01
2126710,Beringovskiy,68.00%,RU,100.00%,63.05,14.11,21.32
616465,Lorut,24.00%,AM,98.00%,40.9374,30.63,1.97
292968,Abu Dhabi,0.00%,AE,90.00%,24.4748,74.84,3.09
1792592,Tongren,44.00%,CN,94.00%,27.7223,48.13,2.53
2155415,New Norfolk,44.00%,AU,93.00%,-42.7802,48.43,4.65
3531368,Celestun,0.00%,MX,84.00%,20.8667,82.53,12.26
3844421,Russell,0.00%,AR,40.00%,-33.0055,69.73,3.76
5992500,Kingston,0.00%,CA,39.00%,44.2307,45.43,3.2
2160063,Codrington,92.00%,AU,100.00%,-28.9484,67.46,4.43
371745,Kutum,0.00%,SD,16.00%,14.2031,70.84,12.03
2208248,Kaitangata,92.00%,NZ,71.00%,-46.2818,72.1,13.38
5509851,Pahrump,0.00%,US,13.00%,36.2083,58.64,6.67
4712933,Mount Pleasant,8.00%,US,55.00%,33.1571,86.05,13.49
1733782,Victoria,64.00%,BN,100.00%,5.2785,77.11,3.09
2413419,Gunjur,88.00%,GM,79.00%,13.176,73.65,9.69
5711847,Astoria,92.00%,US,100.00%,46.1879,48.67,5.32
6167817,Torbay,0.00%,CA,96.00%,47.6577,30.9,10.8
4696310,Harper,0.00%,US,42.00%,30.2999,87.19,18.86
2409914,Bonthe,12.00%,SL,86.00%,7.5273,75.65,3.76
4035715,Avarua,92.00%,CK,100.00%,-21.2078,80.65,14.27
1529484,Hami,0.00%,CN,43.00%,42.8354,42.93,7.56
1608191,Nong Phai,68.00%,TH,89.00%,15.9972,73.31,1.63
3603330,Amapa,12.00%,HN,47.00%,15.0877,91.96,2.75
4036284,Alofi,80.00%,NU,100.00%,-19.0596,78.44,10.02
3980760,Caltzontzin,0.00%,MX,33.00%,19.4285,83.64,3.42
3449479,Santo Antonio do Sudoeste,68.00%,BR,77.00%,-26.0737,74.12,2.08
1490256,Talnakh,68.00%,RU,72.00%,69.494,-9.84,3.09
779350,Karasjok,0.00%,NO,78.00%,69.4721,20.07,7.78
924572,Nsanje,8.00%,MZ,61.00%,-16.9233,81.64,10.58
3415720,Hella,92.00%,IS,96.00%,63.8355,41.4,36.64
3372707,Ribeira Grande,92.00%,PT,98.00%,38.5167,64.09,9.24
3985710,Cabo San Lucas,0.00%,MX,89.00%,22.8938,78.33,1.41
1885823,Jiangyou,68.00%,CN,77.00%,31.7777,48.38,3.98
5446091,Oakley,88.00%,US,80.00%,39.1264,48.43,9.8
3402648,Carutapera,80.00%,BR,91.00%,-1.2017,77.61,4.99
6065253,Manitouwadge,88.00%,CA,55.00%,49.1215,35.87,7.23
5887916,Athabasca,48.00%,CA,89.00%,54.7215,29.12,10.8
5380420,Pacifica,0.00%,US,71.00%,37.6138,63.18,9.8
5962442,Goderich,0.00%,CA,40.00%,43.7407,47.7,19.53
3840300,Presidencia Roque Saenz Pena,0.00%,AR,75.00%,-26.7853,68.97,8.57
5606187,Saint Anthony,8.00%,US,48.00%,43.9663,41.18,7.78
2181625,Te Anau,92.00%,NZ,95.00%,-45.4145,55.09,17.07
5983720,Iqaluit,88.00%,CA,91.00%,63.7494,22.1,12.48
3374083,Bathsheba,0.00%,BB,97.00%,13.2167,81.84,13.6
3981460,Coahuayana,0.00%,MX,28.00%,18.6201,91.62,2.98
6173864,Vernon,92.00%,CA,53.00%,50.2683,36.72,3.42
